,,,,,soft_scc,soft_non
  KY: Letcher County (21133),2000-2004,male,65+,nhw,0,0
  KY: Letcher County (21133),2000-2004,male,65+,hw,0,0
  KY: Letcher County (21133),2000-2004,male,65+,b,0,0
  KY: Letcher County (21133),2000-2004,female,0-44,nhw,0,0
  KY: Letcher County (21133),2000-2004,female,0-44,hw,0,0
  KY: Letcher County (21133),2000-2004,female,0-44,b,0,0
  KY: Letcher County (21133),2000-2004,female,45-64,nhw,0,0
  KY: Letcher County (21133),2000-2004,female,45-64,hw,0,0
  KY: Letcher County (21133),2000-2004,female,45-64,b,0,0
  KY: Letcher County (21133),2000-2004,female,65+,nhw,0,1
  KY: Letcher County (21133),2000-2004,female,65+,hw,0,0
  KY: Letcher County (21133),2000-2004,female,65+,b,0,0
  KY: Letcher County (21133),2005-2009,male,0-44,nhw,0,0
  KY: Letcher County (21133),2005-2009,male,0-44,hw,0,0
  KY: Letcher County (21133),2005-2009,male,0-44,b,0,0
  KY: Letcher County (21133),2005-2009,male,45-64,nhw,0,1
  KY: Letcher County (21133),2005-2009,male,45-64,hw,0,0
  KY: Letcher County (21133),2005-2009,male,45-64,b,0,0
  KY: Letcher County (21133),2005-2009,male,65+,nhw,0,0
  KY: Letcher County (21133),2005-2009,male,65+,hw,0,0
  KY: Letcher County (21133),2005-2009,male,65+,b,0,0
  KY: Letcher County (21133),2005-2009,female,0-44,nhw,0,2
  KY: Letcher County (21133),2005-2009,female,0-44,hw,0,0
  KY: Letcher County (21133),2005-2009,female,0-44,b,0,0
  KY: Letcher County (21133),2005-2009,female,45-64,nhw,0,2
  KY: Letcher County (21133),2005-2009,female,45-64,hw,0,0
  KY: Letcher County (21133),2005-2009,female,45-64,b,0,0
  KY: Letcher County (21133),2005-2009,female,65+,nhw,0,0
  KY: Letcher County (21133),2005-2009,female,65+,hw,0,0
  KY: Letcher County (21133),2005-2009,female,65+,b,0,0
  KY: Letcher County (21133),2010-2013,male,0-44,nhw,0,0
  KY: Letcher County (21133),2010-2013,male,0-44,hw,0,0
  KY: Letcher County (21133),2010-2013,male,0-44,b,0,0
  KY: Letcher County (21133),2010-2013,male,45-64,nhw,0,0
  KY: Letcher County (21133),2010-2013,male,45-64,hw,0,0
  KY: Letcher County (21133),2010-2013,male,45-64,b,0,0
  KY: Letcher County (21133),2010-2013,male,65+,nhw,0,0
  KY: Letcher County (21133),2010-2013,male,65+,hw,0,0
  KY: Letcher County (21133),2010-2013,male,65+,b,0,0
  KY: Letcher County (21133),2010-2013,female,0-44,nhw,0,1
  KY: Letcher County (21133),2010-2013,female,0-44,hw,0,0
  KY: Letcher County (21133),2010-2013,female,0-44,b,0,0
  KY: Letcher County (21133),2010-2013,female,45-64,nhw,0,0
  KY: Letcher County (21133),2010-2013,female,45-64,hw,0,0
  KY: Letcher County (21133),2010-2013,female,45-64,b,0,0
  KY: Letcher County (21133),2010-2013,female,65+,nhw,0,2
  KY: Letcher County (21133),2010-2013,female,65+,hw,0,0
  KY: Letcher County (21133),2010-2013,female,65+,b,0,0
  KY: Lewis County (21135),2000-2004,male,0-44,nhw,0,0
  KY: Lewis County (21135),2000-2004,male,0-44,hw,0,0
  KY: Lewis County (21135),2000-2004,male,0-44,b,0,0
  KY: Lewis County (21135),2000-2004,male,45-64,nhw,0,1
  KY: Lewis County (21135),2000-2004,male,45-64,hw,0,0
  KY: Lewis County (21135),2000-2004,male,45-64,b,0,0
  KY: Lewis County (21135),2000-2004,male,65+,nhw,0,0
  KY: Lewis County (21135),2000-2004,male,65+,hw,0,0
  KY: Lewis County (21135),2000-2004,male,65+,b,0,0
  KY: Lewis County (21135),2000-2004,female,0-44,nhw,0,0
  KY: Lewis County (21135),2000-2004,female,0-44,hw,0,0
  KY: Lewis County (21135),2000-2004,female,0-44,b,0,0
  KY: Lewis County (21135),2000-2004,female,45-64,nhw,0,0
  KY: Lewis County (21135),2000-2004,female,45-64,hw,0,0
  KY: Lewis County (21135),2000-2004,female,45-64,b,0,0
  KY: Lewis County (21135),2000-2004,female,65+,nhw,0,0
  KY: Lewis County (21135),2000-2004,female,65+,hw,0,0
  KY: Lewis County (21135),2000-2004,female,65+,b,0,0
  KY: Lewis County (21135),2005-2009,male,0-44,nhw,0,0
  KY: Lewis County (21135),2005-2009,male,0-44,hw,0,0
  KY: Lewis County (21135),2005-2009,male,0-44,b,0,0
  KY: Lewis County (21135),2005-2009,male,45-64,nhw,0,0
  KY: Lewis County (21135),2005-2009,male,45-64,hw,0,0
  KY: Lewis County (21135),2005-2009,male,45-64,b,0,0
  KY: Lewis County (21135),2005-2009,male,65+,nhw,0,0
  KY: Lewis County (21135),2005-2009,male,65+,hw,0,0
  KY: Lewis County (21135),2005-2009,male,65+,b,0,0
  KY: Lewis County (21135),2005-2009,female,0-44,nhw,0,0
  KY: Lewis County (21135),2005-2009,female,0-44,hw,0,0
  KY: Lewis County (21135),2005-2009,female,0-44,b,0,0
  KY: Lewis County (21135),2005-2009,female,45-64,nhw,0,0
  KY: Lewis County (21135),2005-2009,female,45-64,hw,0,0
  KY: Lewis County (21135),2005-2009,female,45-64,b,0,0
  KY: Lewis County (21135),2005-2009,female,65+,nhw,0,0
  KY: Lewis County (21135),2005-2009,female,65+,hw,0,0
  KY: Lewis County (21135),2005-2009,female,65+,b,0,0
  KY: Lewis County (21135),2010-2013,male,0-44,nhw,0,0
  KY: Lewis County (21135),2010-2013,male,0-44,hw,0,0
  KY: Lewis County (21135),2010-2013,male,0-44,b,0,0
  KY: Lewis County (21135),2010-2013,male,45-64,nhw,0,1
  KY: Lewis County (21135),2010-2013,male,45-64,hw,0,0
  KY: Lewis County (21135),2010-2013,male,45-64,b,0,0
  KY: Lewis County (21135),2010-2013,male,65+,nhw,0,0
  KY: Lewis County (21135),2010-2013,male,65+,hw,0,0
  KY: Lewis County (21135),2010-2013,male,65+,b,0,0
  KY: Lewis County (21135),2010-2013,female,0-44,nhw,0,0
  KY: Lewis County (21135),2010-2013,female,0-44,hw,0,0
  KY: Lewis County (21135),2010-2013,female,0-44,b,0,0
  KY: Lewis County (21135),2010-2013,female,45-64,nhw,0,0
  KY: Lewis County (21135),2010-2013,female,45-64,hw,0,0
  KY: Lewis County (21135),2010-2013,female,45-64,b,0,0
  KY: Lewis County (21135),2010-2013,female,65+,nhw,0,0
  KY: Lewis County (21135),2010-2013,female,65+,hw,0,0
  KY: Lewis County (21135),2010-2013,female,65+,b,0,0
  KY: Lincoln County (21137),2000-2004,male,0-44,nhw,0,0
  KY: Lincoln County (21137),2000-2004,male,0-44,hw,0,0
  KY: Lincoln County (21137),2000-2004,male,0-44,b,0,0
  KY: Lincoln County (21137),2000-2004,male,45-64,nhw,0,0
  KY: Lincoln County (21137),2000-2004,male,45-64,hw,0,0
  KY: Lincoln County (21137),2000-2004,male,45-64,b,0,0
  KY: Lincoln County (21137),2000-2004,male,65+,nhw,0,0
  KY: Lincoln County (21137),2000-2004,male,65+,hw,0,0
  KY: Lincoln County (21137),2000-2004,male,65+,b,0,0
  KY: Lincoln County (21137),2000-2004,female,0-44,nhw,0,0
  KY: Lincoln County (21137),2000-2004,female,0-44,hw,0,0
  KY: Lincoln County (21137),2000-2004,female,0-44,b,0,0
  KY: Lincoln County (21137),2000-2004,female,45-64,nhw,0,1
  KY: Lincoln County (21137),2000-2004,female,45-64,hw,0,0
  KY: Lincoln County (21137),2000-2004,female,45-64,b,0,0
  KY: Lincoln County (21137),2000-2004,female,65+,nhw,0,1
  KY: Lincoln County (21137),2000-2004,female,65+,hw,0,0
  KY: Lincoln County (21137),2000-2004,female,65+,b,0,0
  KY: Lincoln County (21137),2005-2009,male,0-44,nhw,0,0
  KY: Lincoln County (21137),2005-2009,male,0-44,hw,0,0
  KY: Lincoln County (21137),2005-2009,male,0-44,b,0,0
  KY: Lincoln County (21137),2005-2009,male,45-64,nhw,0,0
  KY: Lincoln County (21137),2005-2009,male,45-64,hw,0,0
  KY: Lincoln County (21137),2005-2009,male,45-64,b,0,0
  KY: Lincoln County (21137),2005-2009,male,65+,nhw,0,0
  KY: Lincoln County (21137),2005-2009,male,65+,hw,0,0
  KY: Lincoln County (21137),2005-2009,male,65+,b,0,0
  KY: Lincoln County (21137),2005-2009,female,0-44,nhw,0,1
  KY: Lincoln County (21137),2005-2009,female,0-44,hw,0,0
  KY: Lincoln County (21137),2005-2009,female,0-44,b,0,0
  KY: Lincoln County (21137),2005-2009,female,45-64,nhw,0,0
  KY: Lincoln County (21137),2005-2009,female,45-64,hw,0,0
  KY: Lincoln County (21137),2005-2009,female,45-64,b,0,0
  KY: Lincoln County (21137),2005-2009,female,65+,nhw,0,0
  KY: Lincoln County (21137),2005-2009,female,65+,hw,0,0
  KY: Lincoln County (21137),2005-2009,female,65+,b,0,0
  KY: Lincoln County (21137),2010-2013,male,0-44,nhw,0,1
  KY: Lincoln County (21137),2010-2013,male,0-44,hw,0,1
  KY: Lincoln County (21137),2010-2013,male,0-44,b,0,0
  KY: Lincoln County (21137),2010-2013,male,45-64,nhw,0,1
  KY: Lincoln County (21137),2010-2013,male,45-64,hw,0,0
  KY: Lincoln County (21137),2010-2013,male,45-64,b,0,0
  KY: Lincoln County (21137),2010-2013,male,65+,nhw,0,0
  KY: Lincoln County (21137),2010-2013,male,65+,hw,0,0
  KY: Lincoln County (21137),2010-2013,male,65+,b,0,0
  KY: Lincoln County (21137),2010-2013,female,0-44,nhw,0,2
  KY: Lincoln County (21137),2010-2013,female,0-44,hw,0,0
  KY: Lincoln County (21137),2010-2013,female,0-44,b,0,0
  KY: Lincoln County (21137),2010-2013,female,45-64,nhw,0,0
  KY: Lincoln County (21137),2010-2013,female,45-64,hw,0,0
  KY: Lincoln County (21137),2010-2013,female,45-64,b,0,0
  KY: Lincoln County (21137),2010-2013,female,65+,nhw,0,0
  KY: Lincoln County (21137),2010-2013,female,65+,hw,0,0
  KY: Lincoln County (21137),2010-2013,female,65+,b,0,0
  KY: Livingston County (21139),2000-2004,male,0-44,nhw,0,0
  KY: Livingston County (21139),2000-2004,male,0-44,hw,0,0
  KY: Livingston County (21139),2000-2004,male,0-44,b,0,0
  KY: Livingston County (21139),2000-2004,male,45-64,nhw,0,0
  KY: Livingston County (21139),2000-2004,male,45-64,hw,0,0
  KY: Livingston County (21139),2000-2004,male,45-64,b,0,0
  KY: Livingston County (21139),2000-2004,male,65+,nhw,0,1
  KY: Livingston County (21139),2000-2004,male,65+,hw,0,0
  KY: Livingston County (21139),2000-2004,male,65+,b,0,0
  KY: Livingston County (21139),2000-2004,female,0-44,nhw,0,0
  KY: Livingston County (21139),2000-2004,female,0-44,hw,0,0
  KY: Livingston County (21139),2000-2004,female,0-44,b,0,0
  KY: Livingston County (21139),2000-2004,female,45-64,nhw,0,0
  KY: Livingston County (21139),2000-2004,female,45-64,hw,0,0
  KY: Livingston County (21139),2000-2004,female,45-64,b,0,0
  KY: Livingston County (21139),2000-2004,female,65+,nhw,0,0
  KY: Livingston County (21139),2000-2004,female,65+,hw,0,0
  KY: Livingston County (21139),2000-2004,female,65+,b,0,0
  KY: Livingston County (21139),2005-2009,male,0-44,nhw,0,0
  KY: Livingston County (21139),2005-2009,male,0-44,hw,0,0
  KY: Livingston County (21139),2005-2009,male,0-44,b,0,0
  KY: Livingston County (21139),2005-2009,male,45-64,nhw,0,0
  KY: Livingston County (21139),2005-2009,male,45-64,hw,0,0
  KY: Livingston County (21139),2005-2009,male,45-64,b,0,0
  KY: Livingston County (21139),2005-2009,male,65+,nhw,0,1
  KY: Livingston County (21139),2005-2009,male,65+,hw,0,0
  KY: Livingston County (21139),2005-2009,male,65+,b,0,0
  KY: Livingston County (21139),2005-2009,female,0-44,nhw,0,0
  KY: Livingston County (21139),2005-2009,female,0-44,hw,0,0
  KY: Livingston County (21139),2005-2009,female,0-44,b,0,0
  KY: Livingston County (21139),2005-2009,female,45-64,nhw,0,0
  KY: Livingston County (21139),2005-2009,female,45-64,hw,0,0
  KY: Livingston County (21139),2005-2009,female,45-64,b,0,0
  KY: Livingston County (21139),2005-2009,female,65+,nhw,0,0
  KY: Livingston County (21139),2005-2009,female,65+,hw,0,0
  KY: Livingston County (21139),2005-2009,female,65+,b,0,0
  KY: Livingston County (21139),2010-2013,male,0-44,nhw,0,0
  KY: Livingston County (21139),2010-2013,male,0-44,hw,0,0
  KY: Livingston County (21139),2010-2013,male,0-44,b,0,0
  KY: Livingston County (21139),2010-2013,male,45-64,nhw,0,1
  KY: Livingston County (21139),2010-2013,male,45-64,hw,0,0
  KY: Livingston County (21139),2010-2013,male,45-64,b,0,0
  KY: Livingston County (21139),2010-2013,male,65+,nhw,0,0
  KY: Livingston County (21139),2010-2013,male,65+,hw,0,0
  KY: Livingston County (21139),2010-2013,male,65+,b,0,0
  KY: Livingston County (21139),2010-2013,female,0-44,nhw,0,0
  KY: Livingston County (21139),2010-2013,female,0-44,hw,0,0
  KY: Livingston County (21139),2010-2013,female,0-44,b,0,0
  KY: Livingston County (21139),2010-2013,female,45-64,nhw,0,0
  KY: Livingston County (21139),2010-2013,female,45-64,hw,0,0
  KY: Livingston County (21139),2010-2013,female,45-64,b,0,0
  KY: Livingston County (21139),2010-2013,female,65+,nhw,0,0
  KY: Livingston County (21139),2010-2013,female,65+,hw,0,0
  KY: Livingston County (21139),2010-2013,female,65+,b,0,0
  KY: Logan County (21141),2000-2004,male,0-44,nhw,0,1
  KY: Logan County (21141),2000-2004,male,0-44,hw,0,0
  KY: Logan County (21141),2000-2004,male,0-44,b,0,0
  KY: Logan County (21141),2000-2004,male,45-64,nhw,0,1
  KY: Logan County (21141),2000-2004,male,45-64,hw,0,0
  KY: Logan County (21141),2000-2004,male,45-64,b,0,0
  KY: Logan County (21141),2000-2004,male,65+,nhw,0,0
  KY: Logan County (21141),2000-2004,male,65+,hw,0,0
  KY: Logan County (21141),2000-2004,male,65+,b,0,0
  KY: Logan County (21141),2000-2004,female,0-44,nhw,0,0
  KY: Logan County (21141),2000-2004,female,0-44,hw,0,0
  KY: Logan County (21141),2000-2004,female,0-44,b,0,0
  KY: Logan County (21141),2000-2004,female,45-64,nhw,0,0
  KY: Logan County (21141),2000-2004,female,45-64,hw,0,0
  KY: Logan County (21141),2000-2004,female,45-64,b,0,0
  KY: Logan County (21141),2000-2004,female,65+,nhw,0,1
  KY: Logan County (21141),2000-2004,female,65+,hw,0,0
  KY: Logan County (21141),2000-2004,female,65+,b,0,0
  KY: Logan County (21141),2005-2009,male,0-44,nhw,0,1
  KY: Logan County (21141),2005-2009,male,0-44,hw,0,0
  KY: Logan County (21141),2005-2009,male,0-44,b,0,0
  KY: Logan County (21141),2005-2009,male,45-64,nhw,0,1
  KY: Logan County (21141),2005-2009,male,45-64,hw,0,0
  KY: Logan County (21141),2005-2009,male,45-64,b,0,0
  KY: Logan County (21141),2005-2009,male,65+,nhw,0,0
  KY: Logan County (21141),2005-2009,male,65+,hw,0,0
  KY: Logan County (21141),2005-2009,male,65+,b,0,0
  KY: Logan County (21141),2005-2009,female,0-44,nhw,0,0
  KY: Logan County (21141),2005-2009,female,0-44,hw,0,0
  KY: Logan County (21141),2005-2009,female,0-44,b,0,0
  KY: Logan County (21141),2005-2009,female,45-64,nhw,0,1
  KY: Logan County (21141),2005-2009,female,45-64,hw,0,0
  KY: Logan County (21141),2005-2009,female,45-64,b,0,0
  KY: Logan County (21141),2005-2009,female,65+,nhw,0,0
  KY: Logan County (21141),2005-2009,female,65+,hw,0,0
  KY: Logan County (21141),2005-2009,female,65+,b,0,0
  KY: Logan County (21141),2010-2013,male,0-44,nhw,0,0
  KY: Logan County (21141),2010-2013,male,0-44,hw,0,0
  KY: Logan County (21141),2010-2013,male,0-44,b,0,0
  KY: Logan County (21141),2010-2013,male,45-64,nhw,0,0
  KY: Logan County (21141),2010-2013,male,45-64,hw,0,0
  KY: Logan County (21141),2010-2013,male,45-64,b,0,0
  KY: Logan County (21141),2010-2013,male,65+,nhw,0,2
  KY: Logan County (21141),2010-2013,male,65+,hw,0,0
  KY: Logan County (21141),2010-2013,male,65+,b,0,0
  KY: Logan County (21141),2010-2013,female,0-44,nhw,0,0
  KY: Logan County (21141),2010-2013,female,0-44,hw,0,0
  KY: Logan County (21141),2010-2013,female,0-44,b,0,0
  KY: Logan County (21141),2010-2013,female,45-64,nhw,0,0
  KY: Logan County (21141),2010-2013,female,45-64,hw,0,0
  KY: Logan County (21141),2010-2013,female,45-64,b,0,0
  KY: Logan County (21141),2010-2013,female,65+,nhw,0,1
  KY: Logan County (21141),2010-2013,female,65+,hw,0,0
  KY: Logan County (21141),2010-2013,female,65+,b,0,0
  KY: Lyon County (21143),2000-2004,male,0-44,nhw,0,0
  KY: Lyon County (21143),2000-2004,male,0-44,hw,0,0
  KY: Lyon County (21143),2000-2004,male,0-44,b,0,0
  KY: Lyon County (21143),2000-2004,male,45-64,nhw,0,0
  KY: Lyon County (21143),2000-2004,male,45-64,hw,0,0
  KY: Lyon County (21143),2000-2004,male,45-64,b,0,0
  KY: Lyon County (21143),2000-2004,male,65+,nhw,0,0
  KY: Lyon County (21143),2000-2004,male,65+,hw,0,0
  KY: Lyon County (21143),2000-2004,male,65+,b,0,0
  KY: Lyon County (21143),2000-2004,female,0-44,nhw,0,0
  KY: Lyon County (21143),2000-2004,female,0-44,hw,0,0
  KY: Lyon County (21143),2000-2004,female,0-44,b,0,0
  KY: Lyon County (21143),2000-2004,female,45-64,nhw,0,1
  KY: Lyon County (21143),2000-2004,female,45-64,hw,0,0
  KY: Lyon County (21143),2000-2004,female,45-64,b,0,0
  KY: Lyon County (21143),2000-2004,female,65+,nhw,0,0
  KY: Lyon County (21143),2000-2004,female,65+,hw,0,0
  KY: Lyon County (21143),2000-2004,female,65+,b,0,0
  KY: Lyon County (21143),2005-2009,male,0-44,nhw,0,0
  KY: Lyon County (21143),2005-2009,male,0-44,hw,0,0
  KY: Lyon County (21143),2005-2009,male,0-44,b,0,0
  KY: Lyon County (21143),2005-2009,male,45-64,nhw,0,0
  KY: Lyon County (21143),2005-2009,male,45-64,hw,0,0
  KY: Lyon County (21143),2005-2009,male,45-64,b,0,0
  KY: Lyon County (21143),2005-2009,male,65+,nhw,0,0
  KY: Lyon County (21143),2005-2009,male,65+,hw,0,0
  KY: Lyon County (21143),2005-2009,male,65+,b,0,0
  KY: Lyon County (21143),2005-2009,female,0-44,nhw,0,0
  KY: Lyon County (21143),2005-2009,female,0-44,hw,0,0
  KY: Lyon County (21143),2005-2009,female,0-44,b,0,0
  KY: Lyon County (21143),2005-2009,female,45-64,nhw,0,0
  KY: Lyon County (21143),2005-2009,female,45-64,hw,0,0
  KY: Lyon County (21143),2005-2009,female,45-64,b,0,0
  KY: Lyon County (21143),2005-2009,female,65+,nhw,0,1
  KY: Lyon County (21143),2005-2009,female,65+,hw,0,0
  KY: Lyon County (21143),2005-2009,female,65+,b,0,0
  KY: Lyon County (21143),2010-2013,male,0-44,nhw,0,1
  KY: Lyon County (21143),2010-2013,male,0-44,hw,0,0
  KY: Lyon County (21143),2010-2013,male,0-44,b,0,0
  KY: Lyon County (21143),2010-2013,male,45-64,nhw,0,1
  KY: Lyon County (21143),2010-2013,male,45-64,hw,0,0
  KY: Lyon County (21143),2010-2013,male,45-64,b,0,0
  KY: Lyon County (21143),2010-2013,male,65+,nhw,0,0
  KY: Lyon County (21143),2010-2013,male,65+,hw,0,0
  KY: Lyon County (21143),2010-2013,male,65+,b,0,0
  KY: Lyon County (21143),2010-2013,female,0-44,nhw,0,0
  KY: Lyon County (21143),2010-2013,female,0-44,hw,0,0
  KY: Lyon County (21143),2010-2013,female,0-44,b,0,0
  KY: Lyon County (21143),2010-2013,female,45-64,nhw,0,0
  KY: Lyon County (21143),2010-2013,female,45-64,hw,0,0
  KY: Lyon County (21143),2010-2013,female,45-64,b,0,0
  KY: Lyon County (21143),2010-2013,female,65+,nhw,0,0
  KY: Lyon County (21143),2010-2013,female,65+,hw,0,0
  KY: Lyon County (21143),2010-2013,female,65+,b,0,0
  KY: McCracken County (21145),2000-2004,male,0-44,nhw,0,1
  KY: McCracken County (21145),2000-2004,male,0-44,hw,0,0
  KY: McCracken County (21145),2000-2004,male,0-44,b,0,0
  KY: McCracken County (21145),2000-2004,male,45-64,nhw,0,0
  KY: McCracken County (21145),2000-2004,male,45-64,hw,0,1
  KY: McCracken County (21145),2000-2004,male,45-64,b,0,0
  KY: McCracken County (21145),2000-2004,male,65+,nhw,0,2
  KY: McCracken County (21145),2000-2004,male,65+,hw,0,0
  KY: McCracken County (21145),2000-2004,male,65+,b,0,0
  KY: McCracken County (21145),2000-2004,female,0-44,nhw,0,0
  KY: McCracken County (21145),2000-2004,female,0-44,hw,0,0
  KY: McCracken County (21145),2000-2004,female,0-44,b,0,0
  KY: McCracken County (21145),2000-2004,female,45-64,nhw,0,1
  KY: McCracken County (21145),2000-2004,female,45-64,hw,0,0
  KY: McCracken County (21145),2000-2004,female,45-64,b,0,0
  KY: McCracken County (21145),2000-2004,female,65+,nhw,0,0
  KY: McCracken County (21145),2000-2004,female,65+,hw,0,0
  KY: McCracken County (21145),2000-2004,female,65+,b,0,0
  KY: McCracken County (21145),2005-2009,male,0-44,nhw,0,1
  KY: McCracken County (21145),2005-2009,male,0-44,hw,0,0
  KY: McCracken County (21145),2005-2009,male,0-44,b,0,0
  KY: McCracken County (21145),2005-2009,male,45-64,nhw,0,0
  KY: McCracken County (21145),2005-2009,male,45-64,hw,0,0
  KY: McCracken County (21145),2005-2009,male,45-64,b,0,0
  KY: McCracken County (21145),2005-2009,male,65+,nhw,0,2
  KY: McCracken County (21145),2005-2009,male,65+,hw,0,0
  KY: McCracken County (21145),2005-2009,male,65+,b,0,0
  KY: McCracken County (21145),2005-2009,female,0-44,nhw,0,3
  KY: McCracken County (21145),2005-2009,female,0-44,hw,0,0
  KY: McCracken County (21145),2005-2009,female,0-44,b,0,0
  KY: McCracken County (21145),2005-2009,female,45-64,nhw,0,1
  KY: McCracken County (21145),2005-2009,female,45-64,hw,0,0
  KY: McCracken County (21145),2005-2009,female,45-64,b,0,0
  KY: McCracken County (21145),2005-2009,female,65+,nhw,0,0
  KY: McCracken County (21145),2005-2009,female,65+,hw,0,0
  KY: McCracken County (21145),2005-2009,female,65+,b,0,0
  KY: McCracken County (21145),2010-2013,male,0-44,nhw,0,1
  KY: McCracken County (21145),2010-2013,male,0-44,hw,0,0
  KY: McCracken County (21145),2010-2013,male,0-44,b,0,0
  KY: McCracken County (21145),2010-2013,male,45-64,nhw,0,3
  KY: McCracken County (21145),2010-2013,male,45-64,hw,0,0
