,,,,,eye_scc,eye_non
  CT: Fairfield County (09001),2005-2009,female,0-44,hw,0,0
  CT: Fairfield County (09001),2005-2009,female,0-44,b,0,0
  CT: Fairfield County (09001),2005-2009,female,45-64,nhw,1,6
  CT: Fairfield County (09001),2005-2009,female,45-64,hw,0,0
  CT: Fairfield County (09001),2005-2009,female,45-64,b,0,0
  CT: Fairfield County (09001),2005-2009,female,65+,nhw,0,12
  CT: Fairfield County (09001),2005-2009,female,65+,hw,0,0
  CT: Fairfield County (09001),2005-2009,female,65+,b,0,0
  CT: Fairfield County (09001),2010-2013,male,0-44,nhw,0,2
  CT: Fairfield County (09001),2010-2013,male,0-44,hw,0,0
  CT: Fairfield County (09001),2010-2013,male,0-44,b,0,0
  CT: Fairfield County (09001),2010-2013,male,45-64,nhw,0,7
  CT: Fairfield County (09001),2010-2013,male,45-64,hw,0,0
  CT: Fairfield County (09001),2010-2013,male,45-64,b,0,1
  CT: Fairfield County (09001),2010-2013,male,65+,nhw,0,5
  CT: Fairfield County (09001),2010-2013,male,65+,hw,0,0
  CT: Fairfield County (09001),2010-2013,male,65+,b,0,0
  CT: Fairfield County (09001),2010-2013,female,0-44,nhw,0,7
  CT: Fairfield County (09001),2010-2013,female,0-44,hw,0,4
  CT: Fairfield County (09001),2010-2013,female,0-44,b,0,0
  CT: Fairfield County (09001),2010-2013,female,45-64,nhw,0,4
  CT: Fairfield County (09001),2010-2013,female,45-64,hw,0,1
  CT: Fairfield County (09001),2010-2013,female,45-64,b,0,0
  CT: Fairfield County (09001),2010-2013,female,65+,nhw,1,3
  CT: Fairfield County (09001),2010-2013,female,65+,hw,0,0
  CT: Fairfield County (09001),2010-2013,female,65+,b,0,1
  CT: Hartford County (09003),2000-2004,male,0-44,nhw,0,3
  CT: Hartford County (09003),2000-2004,male,0-44,hw,0,1
  CT: Hartford County (09003),2000-2004,male,0-44,b,0,3
  CT: Hartford County (09003),2000-2004,male,45-64,nhw,0,3
  CT: Hartford County (09003),2000-2004,male,45-64,hw,0,1
  CT: Hartford County (09003),2000-2004,male,45-64,b,0,0
  CT: Hartford County (09003),2000-2004,male,65+,nhw,0,4
  CT: Hartford County (09003),2000-2004,male,65+,hw,0,0
  CT: Hartford County (09003),2000-2004,male,65+,b,0,0
  CT: Hartford County (09003),2000-2004,female,0-44,nhw,0,5
  CT: Hartford County (09003),2000-2004,female,0-44,hw,0,0
  CT: Hartford County (09003),2000-2004,female,0-44,b,0,1
  CT: Hartford County (09003),2000-2004,female,45-64,nhw,0,5
  CT: Hartford County (09003),2000-2004,female,45-64,hw,0,0
  CT: Hartford County (09003),2000-2004,female,45-64,b,0,0
  CT: Hartford County (09003),2000-2004,female,65+,nhw,0,7
  CT: Hartford County (09003),2000-2004,female,65+,hw,0,0
  CT: Hartford County (09003),2000-2004,female,65+,b,0,0
  CT: Hartford County (09003),2005-2009,male,0-44,nhw,0,1
  CT: Hartford County (09003),2005-2009,male,0-44,hw,1,1
  CT: Hartford County (09003),2005-2009,male,0-44,b,0,0
  CT: Hartford County (09003),2005-2009,male,45-64,nhw,0,4
  CT: Hartford County (09003),2005-2009,male,45-64,hw,0,0
  CT: Hartford County (09003),2005-2009,male,45-64,b,0,0
  CT: Hartford County (09003),2005-2009,male,65+,nhw,1,10
  CT: Hartford County (09003),2005-2009,male,65+,hw,0,0
  CT: Hartford County (09003),2005-2009,male,65+,b,0,0
  CT: Hartford County (09003),2005-2009,female,0-44,nhw,0,2
  CT: Hartford County (09003),2005-2009,female,0-44,hw,0,0
  CT: Hartford County (09003),2005-2009,female,0-44,b,0,0
  CT: Hartford County (09003),2005-2009,female,45-64,nhw,0,9
  CT: Hartford County (09003),2005-2009,female,45-64,hw,0,1
  CT: Hartford County (09003),2005-2009,female,45-64,b,0,0
  CT: Hartford County (09003),2005-2009,female,65+,nhw,0,6
  CT: Hartford County (09003),2005-2009,female,65+,hw,0,0
  CT: Hartford County (09003),2005-2009,female,65+,b,0,0
  CT: Hartford County (09003),2010-2013,male,0-44,nhw,0,2
  CT: Hartford County (09003),2010-2013,male,0-44,hw,0,0
  CT: Hartford County (09003),2010-2013,male,0-44,b,0,0
  CT: Hartford County (09003),2010-2013,male,45-64,nhw,0,6
  CT: Hartford County (09003),2010-2013,male,45-64,hw,0,0
  CT: Hartford County (09003),2010-2013,male,45-64,b,0,0
  CT: Hartford County (09003),2010-2013,male,65+,nhw,0,3
  CT: Hartford County (09003),2010-2013,male,65+,hw,0,0
  CT: Hartford County (09003),2010-2013,male,65+,b,0,1
  CT: Hartford County (09003),2010-2013,female,0-44,nhw,0,2
  CT: Hartford County (09003),2010-2013,female,0-44,hw,0,0
  CT: Hartford County (09003),2010-2013,female,0-44,b,0,0
  CT: Hartford County (09003),2010-2013,female,45-64,nhw,0,4
  CT: Hartford County (09003),2010-2013,female,45-64,hw,0,1
  CT: Hartford County (09003),2010-2013,female,45-64,b,0,0
  CT: Hartford County (09003),2010-2013,female,65+,nhw,0,5
  CT: Hartford County (09003),2010-2013,female,65+,hw,0,1
  CT: Hartford County (09003),2010-2013,female,65+,b,0,0
  CT: Litchfield County (09005),2000-2004,male,0-44,nhw,0,2
  CT: Litchfield County (09005),2000-2004,male,0-44,hw,0,0
  CT: Litchfield County (09005),2000-2004,male,0-44,b,0,0
  CT: Litchfield County (09005),2000-2004,male,45-64,nhw,1,1
  CT: Litchfield County (09005),2000-2004,male,45-64,hw,0,0
  CT: Litchfield County (09005),2000-2004,male,45-64,b,0,0
  CT: Litchfield County (09005),2000-2004,male,65+,nhw,0,1
  CT: Litchfield County (09005),2000-2004,male,65+,hw,0,0
  CT: Litchfield County (09005),2000-2004,male,65+,b,0,0
  CT: Litchfield County (09005),2000-2004,female,0-44,nhw,0,2
  CT: Litchfield County (09005),2000-2004,female,0-44,hw,0,0
  CT: Litchfield County (09005),2000-2004,female,0-44,b,0,0
  CT: Litchfield County (09005),2000-2004,female,45-64,nhw,0,3
  CT: Litchfield County (09005),2000-2004,female,45-64,hw,0,0
  CT: Litchfield County (09005),2000-2004,female,45-64,b,0,0
  CT: Litchfield County (09005),2000-2004,female,65+,nhw,0,2
  CT: Litchfield County (09005),2000-2004,female,65+,hw,0,0
  CT: Litchfield County (09005),2000-2004,female,65+,b,0,0
  CT: Litchfield County (09005),2005-2009,male,0-44,nhw,0,0
  CT: Litchfield County (09005),2005-2009,male,0-44,hw,0,0
  CT: Litchfield County (09005),2005-2009,male,0-44,b,0,0
  CT: Litchfield County (09005),2005-2009,male,45-64,nhw,0,1
  CT: Litchfield County (09005),2005-2009,male,45-64,hw,0,0
  CT: Litchfield County (09005),2005-2009,male,45-64,b,0,0
  CT: Litchfield County (09005),2005-2009,male,65+,nhw,0,2
  CT: Litchfield County (09005),2005-2009,male,65+,hw,0,0
  CT: Litchfield County (09005),2005-2009,male,65+,b,0,0
  CT: Litchfield County (09005),2005-2009,female,0-44,nhw,0,4
  CT: Litchfield County (09005),2005-2009,female,0-44,hw,0,0
  CT: Litchfield County (09005),2005-2009,female,0-44,b,0,0
  CT: Litchfield County (09005),2005-2009,female,45-64,nhw,0,2
  CT: Litchfield County (09005),2005-2009,female,45-64,hw,0,0
  CT: Litchfield County (09005),2005-2009,female,45-64,b,0,0
  CT: Litchfield County (09005),2005-2009,female,65+,nhw,0,3
  CT: Litchfield County (09005),2005-2009,female,65+,hw,0,0
  CT: Litchfield County (09005),2005-2009,female,65+,b,0,0
  CT: Litchfield County (09005),2010-2013,male,0-44,nhw,0,0
  CT: Litchfield County (09005),2010-2013,male,0-44,hw,0,0
  CT: Litchfield County (09005),2010-2013,male,0-44,b,0,0
  CT: Litchfield County (09005),2010-2013,male,45-64,nhw,0,0
  CT: Litchfield County (09005),2010-2013,male,45-64,hw,0,0
  CT: Litchfield County (09005),2010-2013,male,45-64,b,0,0
  CT: Litchfield County (09005),2010-2013,male,65+,nhw,0,2
  CT: Litchfield County (09005),2010-2013,male,65+,hw,0,0
  CT: Litchfield County (09005),2010-2013,male,65+,b,0,0
  CT: Litchfield County (09005),2010-2013,female,0-44,nhw,0,1
  CT: Litchfield County (09005),2010-2013,female,0-44,hw,0,0
  CT: Litchfield County (09005),2010-2013,female,0-44,b,0,0
  CT: Litchfield County (09005),2010-2013,female,45-64,nhw,0,2
  CT: Litchfield County (09005),2010-2013,female,45-64,hw,0,0
  CT: Litchfield County (09005),2010-2013,female,45-64,b,0,0
  CT: Litchfield County (09005),2010-2013,female,65+,nhw,0,1
  CT: Litchfield County (09005),2010-2013,female,65+,hw,0,0
  CT: Litchfield County (09005),2010-2013,female,65+,b,0,0
  CT: Middlesex County (09007),2000-2004,male,0-44,nhw,0,1
  CT: Middlesex County (09007),2000-2004,male,0-44,hw,0,0
  CT: Middlesex County (09007),2000-2004,male,0-44,b,0,0
  CT: Middlesex County (09007),2000-2004,male,45-64,nhw,0,1
  CT: Middlesex County (09007),2000-2004,male,45-64,hw,0,0
  CT: Middlesex County (09007),2000-2004,male,45-64,b,0,0
  CT: Middlesex County (09007),2000-2004,male,65+,nhw,1,1
  CT: Middlesex County (09007),2000-2004,male,65+,hw,0,0
  CT: Middlesex County (09007),2000-2004,male,65+,b,0,0
  CT: Middlesex County (09007),2000-2004,female,0-44,nhw,0,2
  CT: Middlesex County (09007),2000-2004,female,0-44,hw,0,0
  CT: Middlesex County (09007),2000-2004,female,0-44,b,0,0
  CT: Middlesex County (09007),2000-2004,female,45-64,nhw,0,1
  CT: Middlesex County (09007),2000-2004,female,45-64,hw,0,0
  CT: Middlesex County (09007),2000-2004,female,45-64,b,0,0
  CT: Middlesex County (09007),2000-2004,female,65+,nhw,0,3
  CT: Middlesex County (09007),2000-2004,female,65+,hw,0,0
  CT: Middlesex County (09007),2000-2004,female,65+,b,0,0
  CT: Middlesex County (09007),2005-2009,male,0-44,nhw,0,1
  CT: Middlesex County (09007),2005-2009,male,0-44,hw,0,2
  CT: Middlesex County (09007),2005-2009,male,0-44,b,0,0
  CT: Middlesex County (09007),2005-2009,male,45-64,nhw,0,3
  CT: Middlesex County (09007),2005-2009,male,45-64,hw,0,0
  CT: Middlesex County (09007),2005-2009,male,45-64,b,0,0
  CT: Middlesex County (09007),2005-2009,male,65+,nhw,1,0
  CT: Middlesex County (09007),2005-2009,male,65+,hw,0,0
  CT: Middlesex County (09007),2005-2009,male,65+,b,0,0
  CT: Middlesex County (09007),2005-2009,female,0-44,nhw,0,0
  CT: Middlesex County (09007),2005-2009,female,0-44,hw,0,0
  CT: Middlesex County (09007),2005-2009,female,0-44,b,0,0
  CT: Middlesex County (09007),2005-2009,female,45-64,nhw,0,1
  CT: Middlesex County (09007),2005-2009,female,45-64,hw,0,0
  CT: Middlesex County (09007),2005-2009,female,45-64,b,0,0
  CT: Middlesex County (09007),2005-2009,female,65+,nhw,1,1
  CT: Middlesex County (09007),2005-2009,female,65+,hw,0,0
  CT: Middlesex County (09007),2005-2009,female,65+,b,0,0
  CT: Middlesex County (09007),2010-2013,male,0-44,nhw,0,0
  CT: Middlesex County (09007),2010-2013,male,0-44,hw,0,0
  CT: Middlesex County (09007),2010-2013,male,0-44,b,0,0
  CT: Middlesex County (09007),2010-2013,male,45-64,nhw,0,0
  CT: Middlesex County (09007),2010-2013,male,45-64,hw,0,0
  CT: Middlesex County (09007),2010-2013,male,45-64,b,0,0
  CT: Middlesex County (09007),2010-2013,male,65+,nhw,1,0
  CT: Middlesex County (09007),2010-2013,male,65+,hw,0,0
  CT: Middlesex County (09007),2010-2013,male,65+,b,0,0
  CT: Middlesex County (09007),2010-2013,female,0-44,nhw,0,0
  CT: Middlesex County (09007),2010-2013,female,0-44,hw,0,0
  CT: Middlesex County (09007),2010-2013,female,0-44,b,0,0
  CT: Middlesex County (09007),2010-2013,female,45-64,nhw,0,1
  CT: Middlesex County (09007),2010-2013,female,45-64,hw,0,0
  CT: Middlesex County (09007),2010-2013,female,45-64,b,0,0
  CT: Middlesex County (09007),2010-2013,female,65+,nhw,0,3
  CT: Middlesex County (09007),2010-2013,female,65+,hw,0,0
  CT: Middlesex County (09007),2010-2013,female,65+,b,0,0
  CT: New Haven County (09009),2000-2004,male,0-44,nhw,0,3
  CT: New Haven County (09009),2000-2004,male,0-44,hw,0,0
  CT: New Haven County (09009),2000-2004,male,0-44,b,0,0
  CT: New Haven County (09009),2000-2004,male,45-64,nhw,2,6
  CT: New Haven County (09009),2000-2004,male,45-64,hw,0,0
  CT: New Haven County (09009),2000-2004,male,45-64,b,0,0
  CT: New Haven County (09009),2000-2004,male,65+,nhw,2,3
  CT: New Haven County (09009),2000-2004,male,65+,hw,0,0
  CT: New Haven County (09009),2000-2004,male,65+,b,0,0
  CT: New Haven County (09009),2000-2004,female,0-44,nhw,0,3
  CT: New Haven County (09009),2000-2004,female,0-44,hw,0,2
  CT: New Haven County (09009),2000-2004,female,0-44,b,0,0
  CT: New Haven County (09009),2000-2004,female,45-64,nhw,0,6
  CT: New Haven County (09009),2000-2004,female,45-64,hw,0,0
  CT: New Haven County (09009),2000-2004,female,45-64,b,0,0
  CT: New Haven County (09009),2000-2004,female,65+,nhw,0,3
  CT: New Haven County (09009),2000-2004,female,65+,hw,0,0
  CT: New Haven County (09009),2000-2004,female,65+,b,0,0
  CT: New Haven County (09009),2005-2009,male,0-44,nhw,0,3
  CT: New Haven County (09009),2005-2009,male,0-44,hw,0,0
  CT: New Haven County (09009),2005-2009,male,0-44,b,0,0
  CT: New Haven County (09009),2005-2009,male,45-64,nhw,0,4
  CT: New Haven County (09009),2005-2009,male,45-64,hw,0,0
  CT: New Haven County (09009),2005-2009,male,45-64,b,0,0
  CT: New Haven County (09009),2005-2009,male,65+,nhw,1,3
  CT: New Haven County (09009),2005-2009,male,65+,hw,0,0
  CT: New Haven County (09009),2005-2009,male,65+,b,0,1
  CT: New Haven County (09009),2005-2009,female,0-44,nhw,1,5
  CT: New Haven County (09009),2005-2009,female,0-44,hw,0,1
  CT: New Haven County (09009),2005-2009,female,0-44,b,0,0
  CT: New Haven County (09009),2005-2009,female,45-64,nhw,0,9
  CT: New Haven County (09009),2005-2009,female,45-64,hw,0,0
  CT: New Haven County (09009),2005-2009,female,45-64,b,0,0
  CT: New Haven County (09009),2005-2009,female,65+,nhw,0,8
  CT: New Haven County (09009),2005-2009,female,65+,hw,0,0
  CT: New Haven County (09009),2005-2009,female,65+,b,0,0
  CT: New Haven County (09009),2010-2013,male,0-44,nhw,0,2
  CT: New Haven County (09009),2010-2013,male,0-44,hw,0,2
  CT: New Haven County (09009),2010-2013,male,0-44,b,0,0
  CT: New Haven County (09009),2010-2013,male,45-64,nhw,0,5
  CT: New Haven County (09009),2010-2013,male,45-64,hw,0,1
  CT: New Haven County (09009),2010-2013,male,45-64,b,0,0
  CT: New Haven County (09009),2010-2013,male,65+,nhw,2,3
  CT: New Haven County (09009),2010-2013,male,65+,hw,0,1
  CT: New Haven County (09009),2010-2013,male,65+,b,0,0
  CT: New Haven County (09009),2010-2013,female,0-44,nhw,1,3
  CT: New Haven County (09009),2010-2013,female,0-44,hw,0,1
  CT: New Haven County (09009),2010-2013,female,0-44,b,0,1
  CT: New Haven County (09009),2010-2013,female,45-64,nhw,0,3
  CT: New Haven County (09009),2010-2013,female,45-64,hw,0,0
  CT: New Haven County (09009),2010-2013,female,45-64,b,0,0
  CT: New Haven County (09009),2010-2013,female,65+,nhw,0,5
  CT: New Haven County (09009),2010-2013,female,65+,hw,0,0
  CT: New Haven County (09009),2010-2013,female,65+,b,0,0
  CT: New London County (09011),2000-2004,male,0-44,nhw,0,5
  CT: New London County (09011),2000-2004,male,0-44,hw,0,0
  CT: New London County (09011),2000-2004,male,0-44,b,0,0
  CT: New London County (09011),2000-2004,male,45-64,nhw,0,2
  CT: New London County (09011),2000-2004,male,45-64,hw,0,0
  CT: New London County (09011),2000-2004,male,45-64,b,0,0
  CT: New London County (09011),2000-2004,male,65+,nhw,0,2
  CT: New London County (09011),2000-2004,male,65+,hw,0,0
  CT: New London County (09011),2000-2004,male,65+,b,0,0
  CT: New London County (09011),2000-2004,female,0-44,nhw,0,2
  CT: New London County (09011),2000-2004,female,0-44,hw,0,0
  CT: New London County (09011),2000-2004,female,0-44,b,0,0
  CT: New London County (09011),2000-2004,female,45-64,nhw,0,1
  CT: New London County (09011),2000-2004,female,45-64,hw,0,0
  CT: New London County (09011),2000-2004,female,45-64,b,0,0
  CT: New London County (09011),2000-2004,female,65+,nhw,0,2
  CT: New London County (09011),2000-2004,female,65+,hw,0,0
  CT: New London County (09011),2000-2004,female,65+,b,0,0
  CT: New London County (09011),2005-2009,male,0-44,nhw,0,0
  CT: New London County (09011),2005-2009,male,0-44,hw,0,0
  CT: New London County (09011),2005-2009,male,0-44,b,0,1
  CT: New London County (09011),2005-2009,male,45-64,nhw,0,3
  CT: New London County (09011),2005-2009,male,45-64,hw,0,0
  CT: New London County (09011),2005-2009,male,45-64,b,0,0
  CT: New London County (09011),2005-2009,male,65+,nhw,2,4
  CT: New London County (09011),2005-2009,male,65+,hw,0,0
  CT: New London County (09011),2005-2009,male,65+,b,0,0
  CT: New London County (09011),2005-2009,female,0-44,nhw,0,0
  CT: New London County (09011),2005-2009,female,0-44,hw,0,0
  CT: New London County (09011),2005-2009,female,0-44,b,0,0
  CT: New London County (09011),2005-2009,female,45-64,nhw,0,1
  CT: New London County (09011),2005-2009,female,45-64,hw,0,0
  CT: New London County (09011),2005-2009,female,45-64,b,0,0
  CT: New London County (09011),2005-2009,female,65+,nhw,0,6
  CT: New London County (09011),2005-2009,female,65+,hw,0,0
  CT: New London County (09011),2005-2009,female,65+,b,0,0
  CT: New London County (09011),2010-2013,male,0-44,nhw,0,1
  CT: New London County (09011),2010-2013,male,0-44,hw,0,0
  CT: New London County (09011),2010-2013,male,0-44,b,0,0
  CT: New London County (09011),2010-2013,male,45-64,nhw,0,1
  CT: New London County (09011),2010-2013,male,45-64,hw,0,0
  CT: New London County (09011),2010-2013,male,45-64,b,0,0
  CT: New London County (09011),2010-2013,male,65+,nhw,0,4
  CT: New London County (09011),2010-2013,male,65+,hw,0,0
  CT: New London County (09011),2010-2013,male,65+,b,0,0
  CT: New London County (09011),2010-2013,female,0-44,nhw,0,2
  CT: New London County (09011),2010-2013,female,0-44,hw,0,0
  CT: New London County (09011),2010-2013,female,0-44,b,0,1
  CT: New London County (09011),2010-2013,female,45-64,nhw,0,1
  CT: New London County (09011),2010-2013,female,45-64,hw,0,1
  CT: New London County (09011),2010-2013,female,45-64,b,0,0
  CT: New London County (09011),2010-2013,female,65+,nhw,0,3
  CT: New London County (09011),2010-2013,female,65+,hw,0,0
  CT: New London County (09011),2010-2013,female,65+,b,0,0
  CT: Tolland County (09013),2000-2004,male,0-44,nhw,0,0
  CT: Tolland County (09013),2000-2004,male,0-44,hw,0,1
  CT: Tolland County (09013),2000-2004,male,0-44,b,0,0
  CT: Tolland County (09013),2000-2004,male,45-64,nhw,0,1
  CT: Tolland County (09013),2000-2004,male,45-64,hw,0,0
  CT: Tolland County (09013),2000-2004,male,45-64,b,0,0
  CT: Tolland County (09013),2000-2004,male,65+,nhw,0,3
  CT: Tolland County (09013),2000-2004,male,65+,hw,0,0
  CT: Tolland County (09013),2000-2004,male,65+,b,0,0
  CT: Tolland County (09013),2000-2004,female,0-44,nhw,0,0
  CT: Tolland County (09013),2000-2004,female,0-44,hw,0,0
  CT: Tolland County (09013),2000-2004,female,0-44,b,0,0
  CT: Tolland County (09013),2000-2004,female,45-64,nhw,0,0
  CT: Tolland County (09013),2000-2004,female,45-64,hw,0,0
  CT: Tolland County (09013),2000-2004,female,45-64,b,0,0
  CT: Tolland County (09013),2000-2004,female,65+,nhw,0,2
  CT: Tolland County (09013),2000-2004,female,65+,hw,0,0
  CT: Tolland County (09013),2000-2004,female,65+,b,0,0
  CT: Tolland County (09013),2005-2009,male,0-44,nhw,0,1
  CT: Tolland County (09013),2005-2009,male,0-44,hw,0,0
  CT: Tolland County (09013),2005-2009,male,0-44,b,0,1
  CT: Tolland County (09013),2005-2009,male,45-64,nhw,0,2
  CT: Tolland County (09013),2005-2009,male,45-64,hw,0,0
  CT: Tolland County (09013),2005-2009,male,45-64,b,0,1
  CT: Tolland County (09013),2005-2009,male,65+,nhw,1,1
  CT: Tolland County (09013),2005-2009,male,65+,hw,0,0
  CT: Tolland County (09013),2005-2009,male,65+,b,0,0
  CT: Tolland County (09013),2005-2009,female,0-44,nhw,0,1
  CT: Tolland County (09013),2005-2009,female,0-44,hw,0,0
  CT: Tolland County (09013),2005-2009,female,0-44,b,0,0
  CT: Tolland County (09013),2005-2009,female,45-64,nhw,0,0
  CT: Tolland County (09013),2005-2009,female,45-64,hw,0,0
  CT: Tolland County (09013),2005-2009,female,45-64,b,0,0
  CT: Tolland County (09013),2005-2009,female,65+,nhw,0,0
  CT: Tolland County (09013),2005-2009,female,65+,hw,0,0
  CT: Tolland County (09013),2005-2009,female,65+,b,0,0
  CT: Tolland County (09013),2010-2013,male,0-44,nhw,0,1
  CT: Tolland County (09013),2010-2013,male,0-44,hw,0,0
  CT: Tolland County (09013),2010-2013,male,0-44,b,0,0
  CT: Tolland County (09013),2010-2013,male,45-64,nhw,0,1
  CT: Tolland County (09013),2010-2013,male,45-64,hw,0,0
  CT: Tolland County (09013),2010-2013,male,45-64,b,0,0
  CT: Tolland County (09013),2010-2013,male,65+,nhw,0,0
  CT: Tolland County (09013),2010-2013,male,65+,hw,0,0
  CT: Tolland County (09013),2010-2013,male,65+,b,0,0
  CT: Tolland County (09013),2010-2013,female,0-44,nhw,0,1
  CT: Tolland County (09013),2010-2013,female,0-44,hw,0,0
  CT: Tolland County (09013),2010-2013,female,0-44,b,0,0
  CT: Tolland County (09013),2010-2013,female,45-64,nhw,0,0
  CT: Tolland County (09013),2010-2013,female,45-64,hw,0,0
  CT: Tolland County (09013),2010-2013,female,45-64,b,0,0
  CT: Tolland County (09013),2010-2013,female,65+,nhw,0,0
